,loss,val_loss,recall,val_recall,precision,val_precision
36,0.4379706768933746,0.5473638039181162,"[0.65348077, 0.63643306, 0.6934441, 0.65737164]","[0.691957, 0.45945945, 0.7437838, 0.6443812]","[0.6488575, 0.6318981, 0.69595516, 0.6634435]","[0.7029441, 0.17921686, 0.7928551, 0.75955737]"
37,0.3762755683122899,0.42979120931162257,"[0.6592504, 0.6416146, 0.69899243, 0.66255915]","[0.6949905, 0.4642857, 0.7494737, 0.64792246]","[0.65444905, 0.63688016, 0.70173687, 0.6687513]","[0.7059581, 0.18309858, 0.7970893, 0.76213753]"
38,0.39448815821591005,0.657808885885696,"[0.66526806, 0.644937, 0.70412713, 0.66748065]","[0.7003398, 0.46886447, 0.74948716, 0.6510121]","[0.6594778, 0.6410367, 0.7067289, 0.6738803]","[0.707995, 0.18470418, 0.80060256, 0.7659575]"
39,0.369022959178174,0.5659319209645804,"[0.6702273, 0.6492938, 0.7095718, 0.6723545]","[0.70030123, 0.4732143, 0.75425, 0.6552632]","[0.66418916, 0.6458275, 0.7122629, 0.678457]","[0.71166205, 0.18675123, 0.80431885, 0.7678076]"
40,0.3707779074349939,0.46184599243726604,"[0.6757576, 0.6529558, 0.71481234, 0.6771196]","[0.70349693, 0.47212544, 0.7582927, 0.65982026]","[0.6692775, 0.6501338, 0.7175012, 0.6829808]","[0.7142005, 0.1884562, 0.8083723, 0.7703837]"
41,0.36462762311911817,0.544578295321266,"[0.68073595, 0.6565779, 0.71992326, 0.6812799]","[0.7059667, 0.4727891, 0.76, 0.6639098]","[0.6737361, 0.6543334, 0.7223493, 0.68729746]","[0.716657, 0.18924439, 0.8113879, 0.77297926]"
42,0.37045702868798797,0.48238481990259446,"[0.68498945, 0.66036, 0.7246207, 0.68604654]","[0.7100028, 0.46843854, 0.76302326, 0.66805387]","[0.677777, 0.65867245, 0.72696286, 0.6917923]","[0.71866137, 0.19002695, 0.8149528, 0.7752841]"
43,0.34797525349959124,0.49963211003757835,"[0.69008267, 0.6642912, 0.7289329, 0.69011545]","[0.7124863, 0.4707792, 0.76613635, 0.67248803]","[0.6819574, 0.66301423, 0.73136127, 0.6961849]","[0.72157514, 0.19243531, 0.81820387, 0.7775934]"
44,0.3185440273529505,0.46692052360236314,"[0.69434345, 0.66842437, 0.73378116, 0.69447386]","[0.7148594, 0.46984127, 0.77044445, 0.67602336]","[0.6865304, 0.66720974, 0.73604715, 0.70036167]","[0.7233812, 0.19460881, 0.82156396, 0.7793959]"
45,0.36207820809314695,0.4176716094394852,"[0.69802374, 0.6712724, 0.7377615, 0.6980676]","[0.7189628, 0.4642857, 0.773913, 0.6805492]","[0.6904731, 0.67036676, 0.74003077, 0.7034075]","[0.7252312, 0.19580877, 0.82502896, 0.78160316]"
46,0.329243408079732,0.6594634143757627,"[0.7021921, 0.67466044, 0.741894, 0.7024091]","[0.72289157, 0.46656534, 0.7768085, 0.67838746]","[0.6944462, 0.6743362, 0.7441273, 0.7073862]","[0.7254952, 0.19629157, 0.8282668, 0.78369987]"
47,0.2716258175332125,0.4276050763994185,"[0.7065025, 0.67914313, 0.74622166, 0.70651454]","[0.7251506, 0.46577382, 0.7810417, 0.68223685]","[0.69891334, 0.67858404, 0.74853927, 0.7114947]","[0.7284418, 0.19797596, 0.83089536, 0.78620166]"
48,0.3052763842706529,0.49433396850055367,"[0.71057516, 0.68228984, 0.7504755, 0.71039844]","[0.728301, 0.4664723, 0.7844898, 0.6837809]","[0.7027523, 0.6826834, 0.75252575, 0.71491444]","[0.7302761, 0.1991288, 0.83347785, 0.78923875]"
49,0.3211199381021404,0.5243165166460205,"[0.71436363, 0.6857627, 0.7541058, 0.7142328]","[0.7289157, 0.47, 0.7878, 0.68505263]","[0.7064853, 0.68653846, 0.75593376, 0.71864355]","[0.7326229, 0.20036541, 0.8355961, 0.79076546]"
50,0.26683500425142814,0.5063173414277964,"[0.71836007, 0.6894871, 0.75774187, 0.71802056]","[0.73304987, 0.47058824, 0.79058826, 0.6840041]","[0.7103408, 0.69044316, 0.759505, 0.72244257]","[0.7332231, 0.2010772, 0.8379052, 0.79339236]"
51,0.3072277929127662,0.4644719485339708,"[0.7217366, 0.6926336, 0.7611897, 0.72135735]","[0.7354032, 0.4739011, 0.79346156, 0.6860324]","[0.71350384, 0.69372654, 0.7630378, 0.72575116]","[0.73523283, 0.2034198, 0.83981276, 0.7959136]"
52,0.3041897698838171,0.7137877892508759,"[0.7249857, 0.69555485, 0.764745, 0.7245183]","[0.7388043, 0.47439352, 0.7956604, 0.68321747]","[0.71674865, 0.6969292, 0.7664206, 0.728811]","[0.7369614, 0.2017192, 0.8418846, 0.79777366]"
53,0.2938816076327443,0.4301843454130193,"[0.72805834, 0.6987864, 0.7678888, 0.7276112]","[0.7414101, 0.47486773, 0.79888886, 0.68557507]","[0.71977806, 0.69999474, 0.7697199, 0.7319501]","[0.73828036, 0.20432556, 0.8438967, 0.79968166]"
54,0.25425029214388084,0.4745725620267976,"[0.7311846, 0.7022599, 0.77128464, 0.73059165]","[0.74326396, 0.4766234, 0.8018182, 0.68688995]","[0.7229395, 0.703416, 0.7731258, 0.73493975]","[0.7390547, 0.20629567, 0.84579974, 0.801832]"
55,0.2848050676593169,0.3608519144231712,"[0.7342532, 0.7046005, 0.7740194, 0.7335129]","[0.7459122, 0.4744898, 0.8044643, 0.69078946]","[0.72557616, 0.7061322, 0.77611405, 0.7376247]","[0.7411287, 0.20793739, 0.8476011, 0.80415756]"
56,0.2759157092613805,0.43417096042760195,"[0.7375864, 0.70745367, 0.77679086, 0.7365172]","[0.7486789, 0.47619048, 0.8066667, 0.6921514]","[0.72882956, 0.7090349, 0.77882147, 0.74071133]","[0.74209094, 0.20959735, 0.8494365, 0.8068891]"
57,0.24180019553327528,0.3675704096957168,"[0.7408046, 0.7107442, 0.7799444, 0.7391899]","[0.75155795, 0.47660097, 0.80913794, 0.6954628]","[0.7316683, 0.71247923, 0.781914, 0.7436333]","[0.7439852, 0.21217105, 0.8515696, 0.8087801]"
58,0.2567093485268552,0.5340685768608898,"[0.7439137, 0.71377957, 0.7829484, 0.74213076]","[0.7551562, 0.47578692, 0.81084746, 0.69598573]","[0.73452, 0.71569854, 0.78495914, 0.74658304]","[0.7436155, 0.21358696, 0.8533714, 0.8111874]"
59,0.23179468231222983,0.48849390434010626,"[0.7470202, 0.71643126, 0.78581023, 0.7451058]","[0.7558233, 0.4797619, 0.81166667, 0.6996491]","[0.7374483, 0.7186983, 0.78769517, 0.74950105]","[0.7454942, 0.21631777, 0.8551361, 0.811724]"
60,0.2821266466724127,0.3740458046120519,"[0.74997514, 0.7188571, 0.78820664, 0.7477665]","[0.7580486, 0.4800937, 0.81393445, 0.7028473]","[0.740049, 0.7214296, 0.7901316, 0.7521375]","[0.74741966, 0.2185501, 0.85692096, 0.8134611]"
61,0.2830841282716637,0.37259900793634027,"[0.7526393, 0.72111356, 0.7904851, 0.750256]","[0.7596191, 0.48271888, 0.8162903, 0.706112]","[0.74262154, 0.7237185, 0.79251355, 0.7545704]","[0.7494249, 0.22134179, 0.85852414, 0.8154902]"
62,0.24250074252418372,0.46638875640098015,"[0.75536317, 0.7236571, 0.7929711, 0.7527085]","[0.7617135, 0.4829932, 0.8184127, 0.706934]","[0.745219, 0.72632766, 0.79487795, 0.7571917]","[0.7500942, 0.22268687, 0.85947657, 0.8177426]"
63,0.22965972778223695,0.4776214138094798,"[0.75804925, 0.7258563, 0.79561555, 0.75533235]","[0.76298946, 0.48549107, 0.82, 0.7082237]","[0.74764174, 0.729139, 0.79727864, 0.7596973]","[0.75166917, 0.22330596, 0.8610336, 0.81972206]"
64,0.24138897062953904,0.3713731575484672,"[0.7604196, 0.7283355, 0.79782987, 0.7577534]","[0.76404077, 0.4868132, 0.82215387, 0.711417]","[0.7497931, 0.73177016, 0.7995961, 0.7620646]","[0.7538405, 0.22556008, 0.86277044, 0.820508]"
65,0.21361064159711207,0.418206290143267,"[0.7629936, 0.7307824, 0.8003588, 0.7601812]","[0.7641475, 0.48809522, 0.8242424, 0.71451354]","[0.75225204, 0.7345551, 0.80188894, 0.7645019]","[0.7562782, 0.22731856, 0.86362916, 0.8214155]"
66,0.22717947573034078,0.42278434022437195,"[0.7656717, 0.7335357, 0.80258656, 0.7626155]","[0.7656896, 0.48933902, 0.8264179, 0.7156324]","[0.7550511, 0.7371721, 0.80421925, 0.7668546]","[0.75670874, 0.2295, 0.8647509, 0.8230936]"
67,0.205216632805084,0.4792122091672504,"[0.76827097, 0.7360419, 0.8047118, 0.76513386]","[0.7678951, 0.4852941, 0.82867646, 0.71687305]","[0.757669, 0.73972946, 0.80635464, 0.76929396]","[0.75742745, 0.23019432, 0.86505985, 0.825049]"
68,0.23415459037205394,0.43996491497739343,"[0.7707949, 0.73822975, 0.80695796, 0.7672725]","[0.7688144, 0.48654243, 0.8304348, 0.7185355]","[0.759948, 0.74214923, 0.808404, 0.77162135]","[0.7591379, 0.2314131, 0.8663441, 0.8258811]"
69,0.22008031715569895,0.41885751270504207,"[0.77316016, 0.7406376, 0.808996, 0.769161]","[0.7707401, 0.4877551, 0.83214283, 0.7192481]","[0.76220554, 0.74430203, 0.8105711, 0.77372265]","[0.7597557, 0.23271665, 0.8675901, 0.8277951]"
70,0.19013936623822658,0.6245667488441391,"[0.77558684, 0.7429776, 0.81118953, 0.77162975]","[0.7709147, 0.49094567, 0.831831, 0.7191994]","[0.76452523, 0.7469899, 0.8126599, 0.77605397]","[0.7607167, 0.23127963, 0.8686572, 0.82908905]"
71,0.20428897369982504,0.5450767886622874,"[0.7780303, 0.74513495, 0.81325215, 0.7735891]","[0.7722557, 0.4920635, 0.83194447, 0.7197368]","[0.7667994, 0.7491618, 0.8145916, 0.7782789]","[0.76155114, 0.23091248, 0.8693759, 0.8307459]"
72,0.20479292565332394,0.5180036557235762,"[0.78003323, 0.7471171, 0.81498224, 0.77582085]","[0.7724047, 0.49315068, 0.8320548, 0.7217015]","[0.7689569, 0.7510698, 0.81641895, 0.78034556]","[0.76296055, 0.23066361, 0.87032527, 0.83167166]"
73,0.2240041082968487,0.4990453433690649,"[0.78202295, 0.7489311, 0.81676763, 0.77795655]","[0.77466625, 0.49420848, 0.8325676, 0.7221906]","[0.77106637, 0.7530708, 0.8182438, 0.7821508]","[0.76286674, 0.23167421, 0.87167513, 0.8332513]"
74,0.23446379454076807,0.39183834485556124,"[0.78420204, 0.75084746, 0.8182704, 0.77982366]","[0.7744578, 0.4942857, 0.8344, 0.7240702]","[0.7729282, 0.7549992, 0.819895, 0.78413844]","[0.76354134, 0.23346828, 0.8714664, 0.83451957]"
75,0.1786674145802352,0.43928197829511617,"[0.7865231, 0.75289917, 0.8200318, 0.78185046]","[0.7758402, 0.49624062, 0.83592105, 0.72493076]","[0.7749666, 0.7570921, 0.82169306, 0.78633946]","[0.76397127, 0.23539902, 0.8721856, 0.8362358]"
76,0.20449650817180187,0.34244750945445923,"[0.7885085, 0.7548243, 0.8218784, 0.7837903]","[0.7764043, 0.49721706, 0.8374026, 0.72795624]","[0.7768601, 0.7592251, 0.8234137, 0.7882861]","[0.7653864, 0.23769401, 0.873476, 0.8367379]"
77,0.1859329337551047,0.45872020621681264,"[0.79024863, 0.7569897, 0.8236453, 0.7857482]","[0.77741736, 0.49542123, 0.83910257, 0.72847503]","[0.7787221, 0.7613185, 0.8251909, 0.79019713]","[0.7669918, 0.23676148, 0.87394845, 0.8381988]"
78,0.20167253264177823,0.39928142963409513,"[0.79221326, 0.7589573, 0.82523996, 0.7875561]","[0.7784048, 0.4954792, 0.8403798, 0.7308461]","[0.78062516, 0.7632421, 0.82687455, 0.79201186]","[0.7686747, 0.23815732, 0.8750494, 0.83868504]"
79,0.19765906810809517,0.3969830627263615,"[0.7941288, 0.76073444, 0.8268577, 0.78945106]","[0.7799699, 0.4955357, 0.84175, 0.73171055]","[0.78242207, 0.7652742, 0.8285011, 0.7937558]","[0.7691965, 0.23922414, 0.8757966, 0.84028405]"
80,0.18641468779283757,0.3399178005228637,"[0.795997, 0.7626072, 0.82852876, 0.7912992]","[0.7816451, 0.49470899, 0.8433333, 0.73268354]","[0.78414536, 0.7673709, 0.8301293, 0.79556054]","[0.7700762, 0.2403599, 0.87621856, 0.8417438]"
81,0.18167077333144285,0.3487872072834687,"[0.7978197, 0.76464105, 0.8300977, 0.79294103]","[0.7825448, 0.4965157, 0.8447561, 0.73453146]","[0.78602636, 0.7691988, 0.83175844, 0.7972881]","[0.77143687, 0.24203822, 0.8775019, 0.8425858]"
82,0.18373986534854106,0.3247728675129852,"[0.7996714, 0.7663195, 0.83165914, 0.79444766]","[0.78371316, 0.49655765, 0.8462651, 0.7368421]","[0.78784937, 0.7708583, 0.8332776, 0.7988782]","[0.7731634, 0.24345991, 0.8785491, 0.8434959]"
83,0.18039272484667299,0.39933671362517975,"[0.8011544, 0.7681934, 0.8334233, 0.7962018]","[0.78542745, 0.4957483, 0.8475, 0.73746866]","[0.7895616, 0.7726888, 0.83495057, 0.8005637]","[0.7734463, 0.2446496, 0.8796491, 0.84409064]"
84,0.18600147130532232,0.5180317826710812,"[0.80299467, 0.7701562, 0.83496815, 0.7977591]","[0.7871013, 0.49411765, 0.8468235, 0.7394427]","[0.79128754, 0.7745321, 0.83657956, 0.80225354]","[0.774369, 0.24428749, 0.8804893, 0.84491295]"
85,0.1490834906090823,0.4547844471971237,"[0.80482733, 0.7719419, 0.8364478, 0.7995263]","[0.7883161, 0.49335548, 0.84790695, 0.7400245]","[0.7930903, 0.77632797, 0.8380678, 0.80402774]","[0.77421576, 0.24525186, 0.8814215, 0.84571266]"
86,0.16582892092332494,0.38706586192042297,"[0.8063741, 0.77384895, 0.8379803, 0.80100954]","[0.7892259, 0.49507388, 0.84931034, 0.7411978]","[0.7947477, 0.7781696, 0.8396333, 0.8054426]","[0.77516323, 0.2470299, 0.882374, 0.84648335]"
87,0.14555234851214044,0.39670062246740634,"[0.80812675, 0.7758731, 0.839392, 0.8026395]","[0.79079956, 0.49512988, 0.8505682, 0.74210525]","[0.79652447, 0.7800045, 0.84122205, 0.8070552]","[0.77623975, 0.24827024, 0.8829775, 0.8474252]"
88,0.12162617530335784,0.6974766749463888,"[0.8097378, 0.7779153, 0.8409419, 0.8044112]","[0.7913903, 0.49598715, 0.84977525, 0.74240094]","[0.7982144, 0.7820108, 0.84277856, 0.80878663]","[0.77718693, 0.24641149, 0.88352805, 0.84847254]"
89,0.16559225490500748,0.46815328991659366,"[0.81138045, 0.77962965, 0.8422334, 0.8059671]","[0.7912985, 0.4968254, 0.851, 0.74385965]","[0.7998009, 0.7837377, 0.8441234, 0.810326]","[0.7785827, 0.24713778, 0.884309, 0.84867895]"
90,0.1774701937873012,0.44506847128342675,"[0.8128538, 0.7812752, 0.84341353, 0.8075179]","[0.79200315, 0.4976452, 0.8512088, 0.745402]","[0.8014315, 0.7851995, 0.8453791, 0.8118369]","[0.77971846, 0.24746291, 0.88535833, 0.8491237]"
91,0.14474777469418199,0.4149400289489515,"[0.8145916, 0.78300786, 0.84470487, 0.80903494]","[0.7928235, 0.4976708, 0.8520652, 0.7466819]","[0.803111, 0.78692216, 0.8466288, 0.81345594]","[0.780557, 0.24806501, 0.88616323, 0.8499609]"
92,0.1471537310085087,0.44954008133185175,"[0.8159661, 0.78467286, 0.84586006, 0.8104341]","[0.793367, 0.49923196, 0.85290325, 0.74793434]","[0.80451053, 0.78845686, 0.84790397, 0.8148381]","[0.7817207, 0.24894677, 0.8869507, 0.8506694]"
93,0.15274860930776007,0.3482939956951476,"[0.8174726, 0.78630245, 0.8472051, 0.8118316]","[0.79415536, 0.49848023, 0.8541489, 0.7490482]","[0.80588573, 0.7900537, 0.8493445, 0.8162884]","[0.782422, 0.2498096, 0.8874765, 0.8514511]"
94,0.15981419126855825,0.36220488479091506,"[0.81904304, 0.7874517, 0.8483097, 0.8132832]","[0.79518074, 0.49924812, 0.85536844, 0.7495845]","[0.80747825, 0.7913106, 0.8504067, 0.81765497]","[0.78306484, 0.25094482, 0.8878934, 0.852552]"
95,0.14799430813122438,0.3746441830900687,"[0.82051766, 0.7889595, 0.8495487, 0.8144841]","[0.7950552, 0.5014881, 0.85614586, 0.7517544]","[0.80884963, 0.7927619, 0.85167164, 0.8189753]","[0.78432584, 0.25290808, 0.8886366, 0.85263026]"
96,0.14707465992353475,0.4341412846556585,"[0.82193065, 0.79069835, 0.8507622, 0.81587845]","[0.7954291, 0.5022091, 0.85659796, 0.7531199]","[0.8103114, 0.7943999, 0.85288835, 0.8204207]","[0.7855741, 0.25287357, 0.88904345, 0.85373354]"
97,0.15836167002976415,0.42123714651855043,"[0.82328385, 0.792027, 0.8519766, 0.8171094]","[0.7969019, 0.50145775, 0.8567347, 0.7546724]","[0.8115399, 0.7957659, 0.854128, 0.821701]","[0.7860781, 0.25350037, 0.88997245, 0.8545366]"
98,0.12469250461343613,0.40873663018468603,"[0.82470155, 0.7936712, 0.8531664, 0.81834215]","[0.7972496, 0.5021645, 0.85727274, 0.7564062]","[0.8128828, 0.7972427, 0.8553645, 0.82311517]","[0.7873798, 0.2540146, 0.8907431, 0.85504806]"
99,0.12518745134338072,0.37125859585203463,"[0.82609093, 0.795226, 0.85435766, 0.81976193]","[0.7979518, 0.5042857, 0.8583, 0.7581053]","[0.81432027, 0.7987232, 0.85658, 0.824539]","[0.788828, 0.25561187, 0.8914624, 0.85595435]"
