,loss,val_loss,recall,val_recall,precision,val_precision
0,1.3396262375324248,1.1820244045596418,"[0.43333334, 0.050847456, 0.35264483, 0.34126985]","[0.48192772, 0.0, 0.31, 0.6210526]","[0.3227991, 0.115384616, 0.37333333, 0.403125]","[0.43010753, 0.0, 0.43661973, 0.4609375]"
1,1.3058169226440572,1.1941821738465193,"[0.38636363, 0.025423728, 0.3790932, 0.38359788]","[0.42168674, 0.0, 0.385, 0.6]","[0.32903227, 0.115384616, 0.38392857, 0.39030954]","[0.4516129, 0.0, 0.41847825, 0.46530613]"
2,1.241676621612712,1.1784555866393425,"[0.36969697, 0.016949153, 0.3979849, 0.4144621]","[0.40562248, 0.0, 0.5133333, 0.56491226]","[0.3433396, 0.11111111, 0.39731768, 0.3897181]","[0.43162394, 0.0, 0.47384617, 0.5078864]"
3,1.2458724027877206,1.0751395395648502,"[0.3659091, 0.012711864, 0.4256927, 0.4318783]","[0.38253012, 0.0, 0.575, 0.61315787]","[0.35127273, 0.11111111, 0.41472393, 0.4020936]","[0.46014494, 0.0, 0.51111114, 0.5271493]"
4,1.1612851277979481,0.9969320630652176,"[0.3630303, 0.010169491, 0.46901762, 0.44708994]","[0.40481928, 0.0, 0.594, 0.6631579]","[0.35889754, 0.11111111, 0.4427009, 0.41810983]","[0.49557522, 0.0, 0.5551402, 0.53754264]"
5,1.091825050401063,1.0270432271895025,"[0.37323233, 0.008474576, 0.5109152, 0.4664903]","[0.4176707, 0.0, 0.63666666, 0.654386]","[0.3770408, 0.11111111, 0.47298872, 0.43646866]","[0.49642006, 0.0, 0.5779123, 0.55505955]"
6,1.028781975133031,0.8946940704743179,"[0.38051948, 0.0072639226, 0.54300106, 0.49017385]","[0.45438898, 0.0, 0.63285714, 0.6676692]","[0.38928255, 0.10714286, 0.5024975, 0.45365512]","[0.49905482, 0.0, 0.61019284, 0.56273764]"
7,0.9537968769400698,0.8710360329041617,"[0.39507577, 0.006355932, 0.57493705, 0.5076058]","[0.46385542, 0.0, 0.635, 0.69210523]","[0.4045772, 0.10344828, 0.5323615, 0.4687023]","[0.5133333, 0.0, 0.63899374, 0.5589798]"
8,0.9318030126280027,0.8163518064155637,"[0.41885522, 0.0056497175, 0.5964176, 0.5205761]","[0.47657296, 0.0, 0.6522222, 0.697076]","[0.42183793, 0.1, 0.55946445, 0.48020607]","[0.51895046, 0.0, 0.6670455, 0.56120527]"
9,0.8666970235178778,0.807017050936688,"[0.4318182, 0.0050847456, 0.6211587, 0.5367725]","[0.4759036, 0.0, 0.666, 0.7147368]","[0.43591312, 0.09375, 0.5842217, 0.4927149]","[0.53162855, 0.0, 0.69087136, 0.55976915]"
